region_code,category_code,name,address,latitude,longitude,price_level,description,google_place_id
gwangalli,dessert,광안리 로컬 디저트 19,부산광역시 수영구 광안리 19,35.1549000,129.1199000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-gwangalli-19
gwangalli,bar,광안리 로컬 술집 20,부산광역시 수영구 광안리 20,35.1550000,129.1200000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-gwangalli-20
seomyeon,restaurant,서면 로컬 맛집 01,부산광역시 부산진구 서면 1,35.1571000,129.0591000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-1
seomyeon,cafe,서면 로컬 카페 02,부산광역시 부산진구 서면 2,35.1572000,129.0592000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-2
seomyeon,dessert,서면 로컬 디저트 03,부산광역시 부산진구 서면 3,35.1573000,129.0593000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-3
seomyeon,bar,서면 로컬 술집 04,부산광역시 부산진구 서면 4,35.1574000,129.0594000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-4
seomyeon,restaurant,서면 로컬 맛집 05,부산광역시 부산진구 서면 5,35.1575000,129.0595000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-5
seomyeon,cafe,서면 로컬 카페 06,부산광역시 부산진구 서면 6,35.1576000,129.0596000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-6
seomyeon,dessert,서면 로컬 디저트 07,부산광역시 부산진구 서면 7,35.1577000,129.0597000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-7
seomyeon,bar,서면 로컬 술집 08,부산광역시 부산진구 서면 8,35.1578000,129.0598000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-8
seomyeon,restaurant,서면 로컬 맛집 09,부산광역시 부산진구 서면 9,35.1579000,129.0599000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-9
seomyeon,cafe,서면 로컬 카페 10,부산광역시 부산진구 서면 10,35.1580000,129.0600000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-10
seomyeon,dessert,서면 로컬 디저트 11,부산광역시 부산진구 서면 11,35.1581000,129.0601000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-11
seomyeon,bar,서면 로컬 술집 12,부산광역시 부산진구 서면 12,35.1582000,129.0602000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-12
seomyeon,restaurant,서면 로컬 맛집 13,부산광역시 부산진구 서면 13,35.1583000,129.0603000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-13
seomyeon,cafe,서면 로컬 카페 14,부산광역시 부산진구 서면 14,35.1584000,129.0604000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-14
seomyeon,dessert,서면 로컬 디저트 15,부산광역시 부산진구 서면 15,35.1585000,129.0605000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-15
seomyeon,bar,서면 로컬 술집 16,부산광역시 부산진구 서면 16,35.1586000,129.0606000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-16
seomyeon,restaurant,서면 로컬 맛집 17,부산광역시 부산진구 서면 17,35.1587000,129.0607000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-17
seomyeon,cafe,서면 로컬 카페 18,부산광역시 부산진구 서면 18,35.1588000,129.0608000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-18
seomyeon,dessert,서면 로컬 디저트 19,부산광역시 부산진구 서면 19,35.1589000,129.0609000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-19
seomyeon,bar,서면 로컬 술집 20,부산광역시 부산진구 서면 20,35.1590000,129.0610000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seomyeon-20
jeju-city,restaurant,제주시 로컬 맛집 01,제주특별자치도 제주시 1,33.4991000,126.5311000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-1
jeju-city,cafe,제주시 로컬 카페 02,제주특별자치도 제주시 2,33.4992000,126.5312000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-2
jeju-city,dessert,제주시 로컬 디저트 03,제주특별자치도 제주시 3,33.4993000,126.5313000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-3
jeju-city,bar,제주시 로컬 술집 04,제주특별자치도 제주시 4,33.4994000,126.5314000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-4
jeju-city,restaurant,제주시 로컬 맛집 05,제주특별자치도 제주시 5,33.4995000,126.5315000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-5
jeju-city,cafe,제주시 로컬 카페 06,제주특별자치도 제주시 6,33.4996000,126.5316000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-6
jeju-city,dessert,제주시 로컬 디저트 07,제주특별자치도 제주시 7,33.4997000,126.5317000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-7
jeju-city,bar,제주시 로컬 술집 08,제주특별자치도 제주시 8,33.4998000,126.5318000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-8
jeju-city,restaurant,제주시 로컬 맛집 09,제주특별자치도 제주시 9,33.4999000,126.5319000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-9
jeju-city,cafe,제주시 로컬 카페 10,제주특별자치도 제주시 10,33.5000000,126.5320000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-10
jeju-city,dessert,제주시 로컬 디저트 11,제주특별자치도 제주시 11,33.5001000,126.5321000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-11
jeju-city,bar,제주시 로컬 술집 12,제주특별자치도 제주시 12,33.5002000,126.5322000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-12
jeju-city,restaurant,제주시 로컬 맛집 13,제주특별자치도 제주시 13,33.5003000,126.5323000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-13
jeju-city,cafe,제주시 로컬 카페 14,제주특별자치도 제주시 14,33.5004000,126.5324000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-14
jeju-city,dessert,제주시 로컬 디저트 15,제주특별자치도 제주시 15,33.5005000,126.5325000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-15
jeju-city,bar,제주시 로컬 술집 16,제주특별자치도 제주시 16,33.5006000,126.5326000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-16
jeju-city,restaurant,제주시 로컬 맛집 17,제주특별자치도 제주시 17,33.5007000,126.5327000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-17
